x1 x2 x3 x4 label
75 35 56 44 1
66 96 92 74 1
99 29 61 41 1
87 37 63 29 1
97 35 80 84 1
33 3 95 72 0
88 62 25 89 1
37 74 96 67 1
63 85 77 96 1
5 21 40 13 0
27 34 0 55 1
44 48 51 59 1
17 96 96 11 0
42 70 82 33 1
51 52 69 81 1
54 10 76 41 1
81 31 3 98 1
42 94 6 64 1
4 4 63 64 0
99 86 94 29 1
22 87 49 26 1
56 11 2 85 1
12 80 2 91 1
76 35 0 61 1
77 18 35 10 1
19 27 9 38 1
12 69 86 62 0
12 66 59 0 0
24 93 92 96 0
4 72 18 45 1
92 71 72 16 1
86 79 20 48 1
85 87 97 66 1
48 90 11 24 1
15 25 5 22 1
54 51 34 29 1
12 44 58 20 0
63 46 97 75 1
46 94 11 70 1
95 34 41 21 1
74 91 81 57 1
6 11 61 93 0
77 19 7 57 1
16 70 40 79 1
62 66 10 41 1
42 40 29 74 1
74 31 81 99 1
36 61 81 85 1
27 25 47 54 1
72 97 73 11 1
48 92 16 66 1
72 33 48 14 1
40 65 46 95 1
22 64 76 40 0
64 92 31 60 1
28 57 83 96 0
43 68 81 93 1
26 89 82 51 1
84 47 57 41 1
71 98 28 32 1
12 88 71 73 0
60 39 45 33 1
94 99 60 34 1
66 29 39 63 1
22 99 53 64 1
26 68 43 47 1
9 70 29 5 1
1 86 26 93 1
5 16 26 44 0
26 78 88 8 0
19 93 59 75 1
46 21 66 61 1
57 26 53 68 1
22 82 38 65 1
4 19 91 7 0
93 98 88 57 1
76 69 44 13 1
38 79 0 51 1
68 45 22 30 1
32 95 45 3 1
60 35 19 98 1
17 3 60 72 0
65 15 8 52 1
22 10 44 12 0
3 22 12 25 1
53 90 40 41 1
0 55 59 52 0
27 40 85 21 0
70 76 7 3 1
74 27 57 88 1
49 46 73 36 1
8 9 99 1 0
38 20 45 89 1
44 89 69 64 1
58 70 70 17 1
11 17 37 94 0
57 73 12 17 1
36 32 3 76 1
37 71 61 5 1
17 18 18 81 1
33 10 49 9 1
26 4 89 71 0
97 17 17 72 1
58 87 55 34 1
91 68 2 25 1
70 10 19 45 1
79 84 53 79 1
54 35 47 71 1
60 36 28 44 1
46 9 87 35 0
92 18 78 20 1
36 72 13 21 1
59 61 96 32 1
30 73 91 61 0
28 56 23 92 1
56 66 20 86 1
96 7 56 21 1
84 19 89 47 1
37 88 83 55 1
42 13 44 91 1
86 91 3 57 1
33 29 85 66 0
38 24 81 77 0
73 25 37 14 1
29 7 58 27 0
28 86 68 67 1
24 26 9 59 1
55 71 84 11 1
70 92 2 39 1
57 27 31 35 1
12 64 23 5 1
55 64 35 10 1
29 63 81 48 0
82 59 47 61 1
10 19 77 57 0
67 36 3 35 1
71 74 84 92 1
72 8 81 81 1
69 95 93 59 1
80 57 86 99 1
50 99 80 27 1
96 47 66 11 1
82 88 24 0 1
60 72 87 1 1
93 47 50 81 1
83 89 69 85 1
34 97 38 91 1
49 4 83 51 0
33 85 4 51 1
89 71 56 36 1
51 95 61 61 1
66 57 25 12 1
61 5 35 94 1
52 9 49 81 1
56 29 75 61 1
34 43 33 28 1
22 89 91 17 0
33 97 89 84 1
7 64 12 71 1
44 87 38 2 1
59 73 30 62 1
50 26 12 18 1
29 58 38 70 1
66 49 77 51 1
80 31 8 31 1
25 18 83 92 0
65 57 90 30 1
21 75 35 98 1
54 64 63 88 1
46 96 40 58 1
68 29 51 54 1
56 82 52 66 1
33 89 27 86 1
42 6 53 93 1
32 23 37 10 1
9 65 64 3 0
25 61 76 67 0
98 91 49 1 1
8 97 95 29 0
48 60 77 78 1
28 80 99 88 0
45 6 18 56 1
33 8 78 18 0
59 39 24 12 1
9 97 49 97 1
50 88 15 39 1
70 61 17 8 1
65 7 20 40 1
72 0 41 2 1
32 86 10 94 1
8 21 57 45 0
67 69 27 90 1
12 64 3 61 1
43 96 40 20 1
14 24 67 32 0
73 70 67 58 1
28 3 79 96 0
38 92 69 1 1
17 62 47 8 1
73 52 13 41 1
24 63 68 71 1
69 20 67 65 1
73 90 65 40 1
46 21 76 70 1
32 42 84 76 0
86 20 33 32 1
9 59 3 63 1
62 8 28 13 1
87 71 12 2 1
77 23 59 73 1
79 11 9 62 1
65 90 11 95 1
48 58 75 1 1
72 25 30 33 1
87 20 49 8 1
64 34 30 84 1
37 22 61 42 1
48 86 20 43 1
7 65 45 30 1
12 69 56 21 1
69 16 43 23 1
40 37 48 39 1
38 43 48 0 1
9 15 52 53 0
4 28 35 20 0
6 41 31 89 1
80 68 13 33 1
17 65 89 47 0
86 42 22 81 1
67 19 46 29 1
68 84 30 44 1
79 33 4 83 1
37 52 64 17 1
17 39 18 5 1
98 3 58 0 1
35 25 84 93 0
65 14 44 4 1
70 17 93 61 1
56 1 16 66 1
78 49 24 69 1
21 8 72 33 0
69 96 0 43 1
6 14 37 92 0
80 53 29 82 1
93 3 74 41 1
39 96 32 28 1
14 95 98 62 0
61 99 67 13 1
18 81 61 34 1
98 83 68 75 1
21 3 34 83 0
90 72 78 35 1
76 81 87 81 1
96 49 11 66 1
22 68 41 42 1
15 59 60 81 0
77 95 99 3 1
45 25 51 28 1
82 95 23 10 1
13 77 13 83 1
65 3 12 8 1
10 6 52 31 0
43 95 21 13 1
71 45 28 82 1
29 61 26 50 1
15 46 65 51 0
25 18 39 48 1
45 22 27 75 1
44 38 0 9 1
22 69 23 70 1
86 87 65 55 1
55 26 31 19 1
61 25 71 11 1
57 55 17 54 1
0 11 36 99 0
77 8 63 10 1
89 9 84 4 1
59 39 80 82 1
78 87 52 99 1
48 30 3 10 1
32 21 41 97 1
18 97 51 76 1
63 52 66 89 1
94 51 92 41 1
17 14 59 60 0
13 97 22 61 1
88 30 10 3 1
31 32 13 49 1
39 0 24 84 1
43 90 91 87 1
90 73 97 90 1
41 31 40 95 1
8 49 36 81 1
94 1 58 29 1
80 84 8 36 1
93 59 15 13 1
25 80 50 11 1
46 2 33 92 1
90 41 1 26 1
72 83 27 99 1
22 89 88 84 0
36 24 30 12 1
52 56 92 68 1
65 69 44 85 1
24 8 30 32 1
85 67 57 84 1
81 17 75 18 1
35 58 85 43 0
63 98 97 73 1
27 87 63 51 1
59 36 48 97 1
11 72 93 33 0
47 14 94 31 0
87 63 43 21 1
2 26 9 1 1
56 67 81 1 1
30 34 97 47 0
48 10 6 5 1
42 70 38 5 1
60 30 59 8 1
63 81 86 3 1
15 94 6 93 1
22 10 28 7 1
91 83 2 71 1
76 51 19 94 1
30 27 15 47 1
23 58 94 83 0
8 13 38 38 0
2 42 51 68 0
38 69 59 63 1
53 62 33 88 1
92 85 44 14 1
68 81 79 25 1
63 36 12 38 1
59 93 30 98 1
83 83 31 75 1
7 69 77 62 0
98 46 32 32 1
28 12 93 74 0
55 73 49 19 1
86 23 30 60 1
52 13 31 58 1
16 18 1 15 1
32 78 73 6 1
67 70 79 93 1
85 51 74 58 1
77 91 26 26 1
68 59 29 48 1
92 61 60 15 1
91 40 32 45 1
14 68 89 96 0
12 44 59 42 0
63 52 13 52 1
50 50 69 87 1
94 92 54 85 1
83 88 47 87 1
45 62 10 94 1
96 85 54 94 1
6 25 5 55 1
95 47 27 89 1
33 91 16 16 1
79 94 34 59 1
69 72 16 51 1
92 5 0 83 1
23 30 38 40 1
98 81 15 74 1
18 27 51 42 0
78 47 81 41 1
3 25 88 95 0
87 79 21 60 1
29 22 24 67 1
9 38 64 79 0
14 69 81 58 0
67 83 82 49 1
1 7 8 31 1
14 78 20 18 1
35 44 31 65 1
90 24 38 41 1
95 56 75 59 1
35 75 47 49 1
29 50 10 42 1
26 75 57 71 1
96 91 7 55 1
84 17 74 92 1
70 56 28 16 1
61 68 69 88 1
44 54 32 76 1
55 65 12 25 1
64 69 76 30 1
40 17 28 28 1
11 93 65 0 1
50 27 56 79 1
52 16 90 77 0
25 23 60 71 0
19 65 62 40 1
68 15 21 19 1
28 97 10 24 1
25 53 7 20 1
99 87 62 62 1
78 15 4 94 1
96 85 1 50 1
23 64 14 91 1
77 37 52 98 1
76 2 97 78 1
17 44 71 27 0
23 99 65 71 1
57 75 57 10 1
8 14 93 95 0
26 51 41 80 1
41 45 95 26 0
69 77 9 21 1
2 32 68 40 0
6 65 53 52 0
62 63 76 58 1
45 86 76 16 1
67 86 24 5 1
84 10 60 89 1
26 25 94 25 0
69 27 64 33 1
2 73 78 61 0
39 23 52 69 1
34 95 2 78 1
27 27 64 85 0
17 72 8 45 1
13 20 21 87 1
1 38 56 75 0
24 93 31 21 1
92 76 92 65 1
95 54 10 92 1
48 21 75 4 1
78 53 99 55 1
42 95 43 72 1
22 39 40 34 1
35 52 95 59 0
36 49 18 53 1
13 54 63 57 0
47 11 85 64 0
41 17 17 33 1
40 99 35 34 1
91 99 32 24 1
9 91 45 26 1
13 36 42 24 0
48 51 92 99 1
31 32 44 90 1
8 17 22 29 1
0 6 79 21 0
82 67 23 58 1
11 54 64 24 0
68 41 34 66 1
8 35 4 67 1
36 66 12 63 1
89 24 33 47 1
48 44 99 56 0
99 9 47 4 1
75 26 9 89 1
73 28 89 68 1
30 47 33 93 1
93 84 53 80 1
95 38 65 65 1
30 41 37 42 1
1 62 5 14 1
9 85 67 30 0
23 81 10 47 1
55 48 6 70 1
21 35 27 16 1
38 36 7 14 1
37 68 31 72 1
35 71 87 58 1
56 67 81 53 1
27 36 81 33 0
40 40 83 31 0
86 3 0 32 1
5 7 69 15 0
88 75 64 33 1
34 32 62 46 1
56 66 56 31 1
80 70 10 22 1
54 14 35 52 1
67 48 51 58 1
86 45 45 80 1
97 20 39 98 1
42 61 54 96 1
97 48 49 95 1
85 0 22 63 1
81 64 37 45 1
47 8 48 41 1
33 85 96 80 1
17 26 5 43 1
22 68 56 73 1
85 43 21 63 1
56 25 15 33 1
88 69 62 70 1
55 13 91 12 0
2 84 62 0 0
19 35 86 19 0
1 30 99 60 0
76 63 25 49 1
17 80 15 25 1
79 57 40 27 1
10 8 88 20 0
79 94 51 89 1
56 9 95 35 0
73 9 16 13 1
97 40 97 53 1
45 19 12 9 1
41 16 35 69 1
33 35 69 90 0
93 49 32 46 1
76 35 45 4 1
5 41 89 89 0
54 53 3 44 1
27 89 44 49 1
41 82 74 59 1
90 84 96 12 1
81 93 73 69 1
66 65 56 99 1
19 20 37 11 1
18 34 54 25 0
82 43 45 48 1
9 27 23 1 1
54 19 6 28 1
92 93 95 80 1
49 43 31 65 1
24 34 42 75 1
91 95 40 0 1
67 66 66 45 1
81 12 87 6 1
86 60 51 56 1
78 45 64 20 1
36 96 18 50 1
35 25 94 95 0
59 15 88 22 1
66 23 33 72 1
47 59 56 79 1
19 78 38 37 1
35 11 28 99 1
42 95 45 81 1
41 78 40 35 1
62 37 95 55 1
34 31 83 19 0
57 23 76 80 1
97 55 30 91 1
3 86 1 14 1
27 0 9 35 1
78 32 58 26 1
12 52 57 45 0
78 19 93 81 1
70 33 77 86 1
43 0 57 22 1
14 69 10 67 1
4 52 60 52 0
63 94 5 11 1
60 13 12 7 1
56 5 57 10 1
30 3 98 61 0
1 43 16 39 1
17 52 52 7 1
18 21 22 30 1
68 95 3 49 1
9 9 34 94 0
76 48 49 8 1
24 36 9 6 1
8 81 73 57 0
1 36 0 58 1
41 78 54 91 1
26 34 69 7 0
82 15 29 80 1
61 50 3 49 1
69 90 34 97 1
88 53 42 34 1
74 66 65 64 1
43 11 71 35 0
17 72 37 32 1
65 4 81 92 1
59 95 81 36 1
64 83 25 29 1
7 90 6 31 1
59 67 4 1 1
76 8 63 33 1
33 29 29 86 1
63 25 93 56 1
67 91 40 13 1
90 44 24 98 1
48 25 60 37 1
31 15 86 97 0
11 17 28 43 0
20 36 8 47 1
5 30 60 51 0
47 51 2 84 1
88 13 62 83 1
33 38 92 80 0
19 36 15 37 1
10 51 19 53 1
41 9 77 73 0
29 65 55 83 1
96 34 58 30 1
53 36 26 40 1
0 17 58 95 0
87 32 17 71 1
7 53 16 30 1
30 34 25 82 1
73 82 20 57 1
76 15 85 42 1
38 21 11 69 1
85 86 90 17 1
72 17 21 51 1
2 58 58 48 0
41 29 89 83 0
96 76 49 47 1
38 44 81 29 0
68 22 78 36 1
49 80 79 31 1
17 64 15 66 1
93 45 58 34 1
77 50 94 67 1
97 54 99 59 1
19 4 75 50 0
37 78 47 76 1
42 49 28 84 1
96 6 78 56 1
56 45 2 52 1
73 27 93 34 1
5 56 24 42 1
45 74 12 4 1
97 36 93 38 1
74 42 35 98 1
58 76 21 70 1
95 12 42 66 1
51 23 24 74 1
75 54 53 68 1
98 81 68 26 1
40 7 2 98 1
97 43 84 29 1
66 78 74 76 1
90 46 39 53 1
14 30 67 78 0
21 36 69 40 0
16 7 84 19 0
2 60 32 99 1
18 51 47 61 1
17 66 54 9 1
42 70 21 49 1
45 7 85 73 0
89 18 60 71 1
78 4 92 83 1
73 91 20 66 1
13 61 96 15 0
50 53 69 76 1
42 37 5 52 1
60 59 30 7 1
84 83 34 26 1
39 75 82 17 1
64 61 54 4 1
80 56 89 97 1
28 98 17 7 1
43 64 49 72 1
84 1 27 43 1
58 15 52 9 1
24 72 89 99 0
46 91 98 45 1
65 54 72 79 1
24 8 17 39 1
84 6 46 82 1
26 79 7 1 1
28 16 29 76 1
97 1 29 46 1
94 81 5 21 1
5 88 15 54 1
45 87 47 85 1
42 22 32 73 1
92 59 47 28 1
10 21 75 19 0
79 9 24 49 1
50 52 83 14 1
31 70 29 37 1
45 92 80 58 1
5 82 49 81 1
33 90 87 50 1
16 85 45 44 1
21 47 26 46 1
90 4 38 77 1
73 70 35 12 1
5 95 56 28 1
82 62 89 92 1
99 15 95 47 1
35 92 95 11 1
25 18 96 60 0
99 90 51 94 1
68 43 14 5 1
96 0 46 4 1
61 21 84 50 1
14 55 69 12 0
57 3 29 33 1
48 37 18 73 1
36 67 5 60 1
63 72 73 17 1
87 67 3 69 1
44 75 41 62 1
43 79 94 0 1
16 33 45 43 0
71 81 37 41 1
38 35 49 81 1
15 54 42 89 1
72 45 45 15 1
62 52 35 98 1
56 1 99 55 0
92 27 41 2 1
14 24 88 19 0
5 99 35 33 1
90 76 26 15 1
40 15 35 85 1
29 22 58 45 0
3 89 79 89 0
67 58 20 57 1
60 23 3 87 1
97 67 9 30 1
15 0 79 39 0
26 61 88 47 0
61 90 2 73 1
34 32 76 85 0
66 60 29 8 1
84 96 57 28 1
35 0 53 74 0
3 65 25 12 1
60 74 57 22 1
93 74 59 56 1
50 67 32 36 1
73 97 35 5 1
94 43 97 69 1
28 9 61 94 0
95 57 65 18 1
55 67 5 81 1
38 27 7 59 1
95 96 97 90 1
48 30 88 44 0
58 53 81 81 1
44 33 56 5 1
46 6 92 20 0
1 81 71 36 0
21 41 41 20 1
62 74 7 55 1
61 72 85 54 1
55 22 15 89 1
42 33 99 38 0
30 41 77 86 0
35 73 91 30 1
12 62 14 98 1
98 76 97 75 1
59 91 54 86 1
53 55 66 90 1
66 64 79 58 1
20 43 89 15 0
24 60 3 8 1
20 67 47 46 1
62 19 96 45 1
59 60 58 6 1
80 63 71 87 1
20 66 57 95 1
26 46 70 77 0
48 59 58 50 1
94 56 45 48 1
97 23 68 72 1
16 1 51 45 0
80 38 4 26 1
75 5 38 30 1
24 75 45 17 1
69 55 62 90 1
25 13 20 4 1
79 35 58 61 1
40 2 71 74 0
91 13 12 99 1
75 64 36 30 1
6 95 1 17 1
41 98 1 38 1
80 12 64 52 1
86 32 80 27 1
34 24 98 2 0
30 30 69 63 0
88 6 77 17 1
37 82 19 66 1
56 23 17 96 1
60 33 51 18 1
42 97 72 41 1
76 1 93 57 1
76 64 60 33 1
90 43 39 56 1
94 23 22 76 1
66 89 58 16 1
97 84 51 59 1
78 5 95 47 1
16 0 47 22 0
82 99 28 75 1
38 73 1 15 1
99 20 90 44 1
12 42 79 52 0
69 85 28 38 1
7 19 6 76 1
9 26 20 36 1
31 41 84 16 0
32 91 76 31 1
47 36 23 18 1
26 51 48 77 1
30 79 66 75 1
4 71 81 83 0
64 28 55 62 1
58 79 98 70 1
45 35 53 8 1
77 15 79 91 1
19 64 74 10 0
53 96 4 67 1
40 9 55 0 1
35 28 94 57 0
81 69 97 45 1
5 24 85 13 0
23 34 93 75 0
75 85 91 58 1
45 66 41 7 1
15 0 94 47 0
42 76 80 29 1
87 71 68 31 1
32 3 14 66 1
16 31 23 89 1
27 93 23 76 1
40 50 12 57 1
35 64 94 17 0
55 28 48 73 1
2 35 10 28 1
41 2 72 80 0
26 82 20 59 1
77 13 14 96 1
53 11 48 58 1
8 40 48 34 0
37 99 40 10 1
47 23 56 38 1
4 52 62 47 0
26 71 90 25 0
41 20 31 54 1
2 62 55 4 0
94 28 13 25 1
93 82 22 4 1
50 96 39 17 1
66 92 56 27 1
78 84 32 24 1
75 78 14 36 1
8 45 89 49 0
87 40 9 51 1
45 89 62 10 1
79 39 38 4 1
33 74 53 34 1
66 47 61 68 1
34 34 18 5 1
27 19 80 99 0
41 38 92 11 0
57 64 18 37 1
38 14 75 37 0
10 87 7 87 1
88 17 16 28 1
55 21 82 11 1
88 89 90 15 1
37 97 21 77 1
94 84 94 27 1
98 93 2 11 1
91 34 65 73 1
86 23 88 67 1
61 97 88 27 1
76 90 31 38 1
59 28 36 83 1
69 47 7 15 1
34 13 88 53 0
43 83 57 48 1
11 98 88 21 0
86 56 97 39 1
43 96 18 16 1
5 31 20 27 1
85 70 23 55 1
31 52 8 56 1
42 99 91 99 1
1 38 98 92 0
22 9 31 89 1
2 5 95 29 0
88 48 94 84 1
77 56 98 25 1
44 5 96 4 0
35 87 2 82 1
10 48 48 27 0
28 86 97 9 0
20 27 99 5 0
91 54 74 37 1
33 23 99 49 0
62 72 11 77 1
13 21 95 16 0
52 67 45 88 1
37 85 85 11 1
42 47 48 13 1
32 71 75 66 1
46 74 49 87 1
95 38 32 47 1
94 64 53 76 1
21 11 28 74 1
23 13 0 13 1
16 28 21 76 1
37 81 33 46 1
69 73 87 84 1
91 93 87 28 1
34 0 19 40 1
27 43 98 45 0
78 26 16 26 1
3 32 71 35 0
55 97 87 48 1
99 67 38 64 1
49 55 40 71 1
26 18 12 6 1
97 8 36 89 1
5 91 24 82 1
57 31 97 51 1
97 26 95 14 1
12 35 24 72 1
9 52 75 76 0
17 99 96 0 0
11 83 59 88 1
11 92 81 4 0
57 22 86 54 1
1 1 8 23 0
80 86 75 63 1
92 35 76 67 1
76 56 2 11 1
72 65 19 30 1
83 19 99 71 1
10 28 35 50 0
49 50 3 73 1
82 54 69 26 1
61 55 79 22 1
13 81 43 57 1
34 14 10 67 1
72 91 65 50 1
18 55 72 0 0
76 41 75 10 1
44 6 86 71 0
12 84 41 93 1
3 7 77 57 0
18 60 88 97 0
98 85 35 92 1
27 94 91 65 1
8 89 29 15 1
3 51 23 95 1
21 85 66 95 1
72 69 57 51 1
12 10 57 59 0
50 75 42 29 1
53 40 44 73 1
41 88 43 39 1
97 73 6 88 1
23 40 5 14 1
87 16 40 26 1
14 75 58 79 1
15 60 19 82 1
62 63 79 5 1
71 71 22 48 1
83 14 2 79 1
20 10 85 41 0
49 57 49 29 1
68 36 74 64 1
18 44 3 48 1
88 28 34 72 1
56 37 95 12 1
43 38 48 90 1
4 38 79 27 0
10 7 54 88 0
33 96 57 62 1
88 84 94 4 1
53 12 30 46 1
20 97 58 51 1
5 60 83 7 0
46 88 9 49 1
17 98 14 66 1
9 58 27 75 1
59 47 47 86 1
32 53 4 29 1
37 42 98 21 0
22 54 62 17 1
3 18 69 41 0
34 9 92 32 0
29 96 95 74 1
9 21 61 58 0
55 99 92 9 1
48 42 92 69 1
68 17 48 64 1
52 4 48 8 1
49 88 28 57 1
44 91 38 68 1
90 24 75 44 1
25 54 52 87 1
91 48 63 20 1
19 60 11 90 1
41 41 6 97 1
13 2 45 72 0
29 85 95 54 0
55 72 50 47 1
56 84 24 92 1
46 14 21 89 1
84 55 96 84 1
33 12 97 71 0
9 88 14 87 1
5 46 4 12 1
88 81 78 55 1
78 81 94 9 1
37 1 51 64 1
26 11 39 41 1
84 25 33 51 1
21 54 79 97 0
0 11 92 33 0
10 13 85 10 0
39 32 68 35 1
72 87 87 77 1
82 63 46 98 1
82 20 26 28 1
12 17 2 36 1
74 34 39 10 1
51 2 65 23 1
0 74 68 20 0
57 5 3 13 1
94 43 2 33 1
27 5 51 77 0
37 23 15 74 1
92 35 24 94 1
61 53 87 8 1
29 94 99 74 0
25 5 5 30 1
3 11 57 27 0
0 91 11 36 1
66 21 73 94 1
58 27 18 49 1
57 88 40 51 1
22 29 53 40 0
45 50 53 80 1
11 32 57 27 0
12 78 50 60 1
77 62 52 65 1
60 31 49 73 1
14 79 11 68 1
33 56 41 27 1
50 95 17 15 1
38 2 85 35 0
17 39 94 63 0
49 9 25 29 1
66 0 49 89 1
5 84 13 37 1
84 30 60 57 1
2 37 52 22 0
93 84 65 41 1
86 54 71 38 1
16 52 92 51 0
87 28 46 9 1
41 27 15 26 1
79 14 16 29 1
61 82 6 55 1
65 81 0 30 1
49 62 1 75 1
31 32 74 3 0
61 88 12 26 1
4 41 49 78 0
20 59 42 14 1
54 4 59 50 1
87 10 11 85 1
57 66 62 11 1
73 54 53 56 1
30 58 40 55 1
95 88 8 80 1
81 93 93 15 1
57 7 24 74 1
53 50 72 40 1
74 39 99 22 1
44 48 53 0 1
81 72 22 75 1
93 52 32 46 1
19 38 96 47 0
47 73 48 28 1
82 21 30 97 1
32 71 99 24 0
65 82 54 61 1
0 53 84 64 0
53 8 78 38 1
82 2 3 54 1
18 46 7 6 1
0 72 28 16 1
43 95 56 91 1
73 36 39 7 1
32 14 14 99 1
95 12 10 36 1
78 5 15 77 1
84 16 80 49 1
91 26 20 41 1
42 46 30 33 1
58 51 72 8 1
27 93 67 37 1
56 76 2 76 1
28 79 8 30 1
90 30 48 40 1
0 16 16 85 0
69 14 75 7 1
29 39 72 48 0
39 15 98 52 0
81 74 70 41 1
10 79 79 19 0
42 45 92 67 0
46 86 45 27 1
45 73 25 17 1
58 37 68 19 1
57 4 62 16 1
81 0 48 31 1
41 31 68 28 1
18 95 16 70 1
84 34 40 78 1
89 55 23 86 1
86 63 47 32 1
45 85 10 88 1
74 43 63 57 1
72 27 48 56 1
39 28 14 30 1
31 64 64 11 1
37 0 34 18 1
32 38 31 11 1
87 82 27 33 1
9 5 68 3 0
75 12 73 11 1
13 37 20 51 1
73 37 25 45 1
3 19 14 51 1
89 2 74 54 1
7 68 6 68 1
40 96 24 15 1
50 22 99 79 0
86 74 50 36 1
18 53 0 69 1
68 40 44 12 1
5 9 28 1 0
94 23 80 15 1
38 66 95 91 0
98 54 62 96 1
18 76 27 47 1
85 89 42 91 1
49 40 59 6 1
41 6 3 83 1
86 1 52 86 1
98 61 54 61 1
34 82 67 2 1
33 0 81 23 0
65 65 1 20 1
76 74 95 38 1
69 56 21 90 1
61 72 8 28 1
14 81 50 32 1
55 88 6 15 1
15 92 89 14 0
22 66 90 17 0
47 18 88 8 0
22 89 73 15 1
95 60 45 26 1
15 68 10 84 1
47 46 47 69 1
46 26 93 45 0
7 3 25 65 0
28 79 71 48 1
71 97 6 82 1
34 37 99 17 0
63 22 36 18 1
73 5 7 22 1
17 40 81 92 0
62 88 32 48 1
99 28 25 29 1
28 87 62 73 1
73 74 21 22 1
91 4 54 12 1
65 12 20 13 1
26 65 97 5 0
46 74 35 25 1
47 0 21 7 1
2 4 56 34 0
54 22 79 21 1
2 79 52 23 0
94 45 61 18 1
27 82 9 69 1
98 23 71 30 1
9 82 20 80 1
86 17 92 92 1
44 17 41 9 1
23 77 71 90 1
26 19 67 56 0
8 46 72 2 0
5 14 33 68 0
97 65 51 43 1
3 52 88 4 0
26 30 36 46 1
73 7 28 14 1
57 31 40 65 1
85 21 95 82 1
31 97 6 28 1
88 84 28 17 1
39 16 58 1 1
53 69 55 56 1
99 36 31 65 1
95 96 18 30 1
14 85 95 32 0
11 78 15 7 1
71 74 62 84 1
33 18 42 27 1
24 69 67 29 1
30 95 34 26 1
67 23 72 24 1
6 74 99 43 0
52 90 45 79 1
18 3 92 63 0
58 63 39 94 1
5 47 22 51 1
49 73 12 32 1
79 32 35 60 1
62 92 90 99 1
82 44 51 56 1
92 8 49 48 1
55 22 62 95 1
57 85 34 55 1
41 64 43 11 1
8 23 56 85 0
56 55 93 8 1
21 76 43 9 1
75 33 45 51 1
88 71 85 29 1
87 66 42 37 1
70 20 49 38 1
85 41 81 32 1
47 82 27 75 1
85 72 62 87 1
40 83 20 91 1
6 41 92 75 0
6 80 31 45 1
71 36 25 29 1
46 69 57 63 1
72 68 33 37 1
1 23 49 12 0
1 71 92 8 0
46 36 48 56 1
41 88 64 98 1
45 45 15 39 1
2 42 11 68 1
95 70 60 66 1
57 74 42 45 1
81 76 17 47 1
53 7 75 26 1
22 91 76 71 1
82 63 81 54 1
7 54 71 8 0
84 49 11 88 1
50 26 13 44 1
12 75 78 19 0
34 18 60 65 0
31 69 51 8 1
32 6 33 0 1
3 63 41 53 1
47 58 69 44 1
98 1 11 13 1
12 76 17 59 1
41 52 89 35 0
26 55 62 98 1
53 72 42 71 1
13 8 26 83 0
47 57 30 75 1
54 56 49 99 1
19 22 19 47 1
50 98 73 43 1
18 52 5 26 1
15 31 11 2 1
55 42 78 12 1
74 71 22 55 1
79 52 67 79 1
96 2 25 59 1
6 13 76 94 0
89 46 1 55 1
79 51 72 91 1
64 43 36 59 1
92 42 43 83 1
34 69 98 34 0
65 96 0 63 1
2 69 57 76 0
1 7 39 34 0
95 88 78 56 1
51 95 21 83 1
31 87 48 49 1
60 61 99 50 1
32 64 20 72 1
43 69 40 25 1
70 18 87 69 1
74 99 53 50 1
20 64 45 95 1
7 80 99 81 0
62 55 80 20 1
35 35 23 88 1
57 10 21 84 1
91 20 84 82 1
19 74 71 42 1
63 95 78 93 1
51 31 33 94 1
33 29 8 35 1
6 72 34 74 1
62 58 50 24 1
61 25 94 73 1
52 30 43 98 1
27 7 25 80 1
52 52 66 54 1
30 4 72 20 0
47 97 61 70 1
29 70 36 90 1
33 84 79 56 1
11 15 21 91 1
43 82 10 12 1
48 2 75 6 0
97 87 94 61 1
63 26 42 88 1
3 84 87 75 0
4 53 43 70 0
93 74 88 58 1
85 73 38 74 1
73 37 75 19 1
47 53 60 46 1
29 28 39 70 1
2 9 99 8 0
8 3 80 72 0
73 27 23 27 1
58 26 27 64 1
65 22 31 18 1
25 68 48 76 1
50 0 44 83 1
54 31 4 89 1
45 92 21 38 1
23 55 30 96 1
43 15 28 9 1
38 77 26 67 1
39 99 24 99 1
25 73 24 88 1
17 34 63 58 0
21 85 23 74 1
15 37 94 6 0
94 33 72 75 1
31 29 90 37 0
9 95 53 81 1
89 18 98 72 1
74 0 33 93 1
75 98 81 75 1
79 81 69 11 1
2 26 40 25 0
75 12 86 84 1
32 57 54 1 1
53 19 78 43 1
83 73 49 36 1
34 6 21 37 1
82 80 70 79 1
38 77 57 20 1
1 48 46 53 0
30 33 71 51 0
51 46 94 85 1
46 67 25 41 1
86 65 99 64 1
35 76 22 61 1
61 20 46 48 1
92 77 5 18 1
13 70 94 69 0
86 33 68 14 1
62 46 37 76 1
43 70 40 27 1
43 3 17 47 1
48 76 47 31 1
15 81 11 41 1
1 22 55 5 0
67 17 49 24 1
59 51 81 85 1
58 0 82 81 0
28 15 44 95 1
65 14 32 48 1
2 20 8 17 1
54 83 34 72 1
87 86 89 63 1
77 47 14 56 1
40 54 80 38 1
25 57 88 81 0
63 37 94 65 1
9 59 1 24 1
37 24 60 81 1
70 78 88 87 1
37 28 2 84 1
56 79 29 79 1
8 18 95 72 0
59 94 47 80 1
5 44 86 36 0
46 13 15 72 1
31 89 45 21 1
80 34 9 9 1
93 30 10 35 1
56 46 94 27 1
53 68 81 57 1
